original_index,cluster_kmeans,cluster_dbscan,dbscan_ruido,Class
119637,2,-1,1,0
119638,2,3,0,0
119639,2,4,0,0
119640,2,0,0,0
119641,2,-1,1,0
119642,2,0,0,0
119643,2,0,0,0
119644,2,0,0,0
119645,2,3,0,0
119646,2,2,0,0
119647,2,0,0,0
119648,2,-1,1,0
119649,2,-1,1,0
119650,2,0,0,0
119651,2,0,0,0
119652,2,-1,1,0
119653,2,3,0,0
119654,2,0,0,0
119655,2,0,0,0
119656,2,-1,1,0
119657,2,0,0,0
119658,2,4,0,0
119659,2,-1,1,0
119660,2,0,0,0
119661,2,-1,1,0
119662,2,4,0,0
119663,2,4,0,0
119664,2,-1,1,0
119665,2,3,0,0
119666,2,-1,1,0
119667,2,0,0,0
119668,2,0,0,0
119669,2,4,0,0
119670,2,0,0,0
119671,2,0,0,0
119672,2,-1,1,0
119673,0,5,0,0
119674,2,0,0,0
119675,1,-1,1,0
119676,2,-1,1,0
119677,2,4,0,0
119678,2,2,0,0
119679,2,3,0,0
119680,5,0,0,0
119681,2,0,0,0
119682,2,4,0,0
119683,2,0,0,0
119684,5,0,0,0
119685,2,3,0,0
119686,2,0,0,0
119687,2,0,0,0
119688,2,2,0,0
119689,2,0,0,0
119690,2,0,0,0
119691,2,-1,1,0
119692,2,0,0,0
119693,0,-1,1,0
119694,2,0,0,0
119695,2,0,0,0
119696,2,0,0,0
119697,2,-1,1,0
119698,2,0,0,0
119699,2,0,0,0
119700,2,0,0,0
119701,2,0,0,0
119702,2,0,0,0
119703,2,0,0,0
119704,2,-1,1,0
119705,2,0,0,0
119706,1,-1,1,0
119707,2,0,0,0
119708,2,0,0,0
119709,2,0,0,0
119710,2,0,0,0
119711,1,-1,1,0
119712,2,0,0,0
119713,2,3,0,0
119714,2,0,0,0
119715,2,-1,1,0
119716,2,0,0,0
119717,2,-1,1,0
119718,2,2,0,0
119719,2,-1,1,0
119720,2,-1,1,0
119721,2,0,0,0
119722,2,0,0,0
119723,2,0,0,0
119724,2,0,0,0
119725,2,-1,1,0
119726,2,4,0,0
119727,2,0,0,0
119728,2,0,0,0
119729,2,-1,1,0
119730,2,0,0,0
119731,2,0,0,0
119732,2,0,0,0
119733,2,0,0,0
119734,2,0,0,0
119735,2,-1,1,0
119736,2,0,0,0
119737,2,-1,1,0
119738,2,0,0,0
119739,2,-1,1,0
119740,2,2,0,0
119741,2,0,0,0
119742,2,4,0,0
119743,2,0,0,0
119744,0,-1,1,0
119745,2,0,0,0
119746,2,0,0,0
119747,5,0,0,0
119748,3,0,0,0
119749,2,0,0,0
119750,2,0,0,0
119751,1,-1,1,0
119752,1,4,0,0
119753,5,0,0,0
119754,5,0,0,0
119755,2,2,0,0
119756,2,-1,1,0
119757,2,4,0,0
119758,2,0,0,0
119759,2,3,0,0
119760,2,0,0,0
119761,2,3,0,0
119762,2,14,0,0
119763,2,0,0,0
119764,0,-1,1,0
119765,2,-1,1,0
119766,2,4,0,0
119767,2,-1,1,0
119768,2,3,0,0
119769,2,0,0,0
119770,2,0,0,0
119771,2,-1,1,0
119772,2,0,0,0
119773,2,0,0,0
119774,2,0,0,0
119775,2,0,0,0
119776,2,0,0,0
119777,2,0,0,0
119778,2,3,0,0
119779,2,0,0,0
119780,2,0,0,0
119781,2,-1,1,0
119782,2,0,0,0
119783,2,3,0,0
119784,2,0,0,0
119785,2,0,0,0
119786,2,3,0,0
119787,5,-1,1,0
119788,2,0,0,0
119789,2,0,0,0
119790,2,-1,1,0
119791,2,0,0,0
119792,5,0,0,0
119793,2,0,0,0
119794,2,4,0,0
119795,2,2,0,0
119796,2,0,0,0
119797,2,0,0,0
119798,2,3,0,0
119799,2,-1,1,0
119800,2,0,0,0
119801,2,0,0,0
119802,2,0,0,0
119803,2,2,0,0
119804,2,0,0,0
119805,5,-1,1,0
119806,2,0,0,0
119807,2,0,0,0
119808,0,7,0,0
119809,2,3,0,0
119810,2,-1,1,0
119811,2,0,0,0
119812,2,0,0,0
119813,2,4,0,0
119814,2,0,0,0
119815,2,0,0,0
119816,3,-1,1,0
119817,2,-1,1,0
119818,2,-1,1,0
119819,2,0,0,0
119820,2,0,0,0
119821,2,0,0,0
119822,3,-1,1,0
119823,2,0,0,0
119824,2,0,0,0
119825,2,0,0,0
119826,5,0,0,0
119827,2,0,0,0
119828,0,1,0,0
119829,2,-1,1,0
119830,2,0,0,0
119831,2,-1,1,0
119832,2,0,0,0
119833,2,0,0,0
119834,3,-1,1,0
119835,2,0,0,0
119836,5,-1,1,0
119837,2,0,0,0
119838,2,0,0,0
119839,2,0,0,0
119840,2,0,0,0
119841,2,0,0,0
119842,2,0,0,0
119843,2,0,0,0
119844,2,0,0,0
119845,2,3,0,0
119846,2,0,0,0
119847,2,0,0,0
119848,2,0,0,0
119849,2,-1,1,0
119850,2,0,0,0
119851,0,-1,1,0
119852,0,5,0,0
119853,2,0,0,0
119854,2,0,0,0
119855,1,0,0,0
119856,2,0,0,0
119857,0,1,0,0
119858,2,-1,1,0
119859,2,-1,1,0
119860,2,0,0,0
119861,2,0,0,0
119862,2,0,0,0
119863,2,-1,1,0
119864,2,0,0,0
119865,2,-1,1,0
119866,0,-1,1,0
119867,2,2,0,0
119868,2,-1,1,0
119869,2,0,0,0
119870,2,0,0,0
119871,2,4,0,0
119872,2,-1,1,0
119873,2,0,0,0
119874,0,6,0,0
119875,2,0,0,0
119876,2,2,0,0
119877,2,3,0,0
119878,0,-1,1,0
119879,3,-1,1,0
119880,2,0,0,0
119881,2,0,0,0
119882,2,0,0,0
119883,2,0,0,0
119884,2,0,0,0
119885,2,0,0,0
119886,2,0,0,0
119887,2,-1,1,0
119888,2,-1,1,0
119889,2,0,0,0
119890,0,7,0,0
119891,2,-1,1,0
119892,3,-1,1,0
119893,0,-1,1,0
119894,2,-1,1,0
119895,0,5,0,0
119896,5,0,0,0
119897,3,-1,1,0
119898,2,0,0,0
119899,2,-1,1,0
119900,2,0,0,0
119901,2,0,0,0
119902,2,0,0,0
119903,2,2,0,0
119904,2,0,0,0
119905,2,-1,1,0
119906,2,2,0,0
119907,2,0,0,0
119908,2,2,0,0
119909,2,0,0,0
119910,2,-1,1,0
119911,2,4,0,0
119912,2,0,0,0
119913,2,0,0,0
119914,5,-1,1,0
119915,2,-1,1,0
119916,2,0,0,0
119917,2,0,0,0
119918,2,0,0,0
119919,5,-1,1,0
119920,1,0,0,0
119921,2,0,0,0
119922,2,0,0,0
119923,2,0,0,0
119924,2,0,0,0
119925,2,3,0,0
119926,2,0,0,0
119927,2,0,0,0
119928,2,0,0,0
119929,2,0,0,0
119930,2,3,0,0
119931,2,3,0,0
119932,2,0,0,0
119933,1,-1,1,0
119934,2,0,0,0
119935,2,-1,1,0
119936,2,0,0,0
119937,2,0,0,0
119938,2,0,0,0
119939,2,0,0,0
119940,2,-1,1,0
119941,0,1,0,0
119942,2,0,0,0
119943,2,0,0,0
119944,2,0,0,0
119945,2,0,0,0
119946,0,-1,1,0
119947,5,2,0,0
119948,2,0,0,0
119949,2,2,0,0
119950,2,2,0,0
119951,2,0,0,0
119952,2,0,0,0
119953,2,-1,1,0
119954,2,0,0,0
119955,0,-1,1,0
119956,2,-1,1,0
119957,2,2,0,0
119958,2,0,0,0
119959,2,0,0,0
119960,2,0,0,0
119961,2,-1,1,0
119962,2,0,0,0
119963,2,0,0,0
119964,2,0,0,0
119965,2,0,0,0
119966,2,-1,1,0
119967,2,0,0,0
119968,2,0,0,0
119969,2,2,0,0
119970,2,0,0,0
119971,2,-1,1,0
119972,2,-1,1,0
119973,2,0,0,0
119974,2,-1,1,0
119975,2,0,0,0
119976,2,2,0,0
119977,2,-1,1,0
119978,2,0,0,0
119979,2,-1,1,0
119980,2,0,0,0
119981,2,0,0,0
119982,2,0,0,0
119983,2,0,0,0
119984,5,0,0,0
119985,2,0,0,0
119986,2,0,0,0
119987,2,-1,1,0
119988,2,2,0,0
119989,2,-1,1,0
119990,2,2,0,0
119991,2,0,0,0
119992,2,0,0,0
119993,2,0,0,0
119994,2,4,0,0
119995,2,0,0,0
119996,2,-1,1,0
119997,2,-1,1,0
119998,0,-1,1,0
119999,2,0,0,0
120000,2,4,0,0
120001,2,0,0,0
120002,2,0,0,0
120003,2,0,0,0
120004,2,0,0,0
120005,2,-1,1,0
120006,0,1,0,0
120007,2,0,0,0
120008,2,0,0,0
120009,2,0,0,0
120010,2,-1,1,0
120011,2,0,0,0
120012,2,0,0,0
120013,0,1,0,0
120014,2,0,0,0
120015,5,0,0,0
120016,0,1,0,0
120017,2,0,0,0
120018,2,0,0,0
120019,2,0,0,0
120020,5,0,0,0
120021,2,0,0,0
120022,0,-1,1,0
120023,2,0,0,0
120024,2,0,0,0
120025,2,3,0,0
120026,2,-1,1,0
120027,2,2,0,0
120028,2,0,0,0
120029,2,0,0,0
120030,2,-1,1,0
120031,0,7,0,0
120032,2,0,0,0
120033,5,0,0,0
120034,2,3,0,0
120035,0,1,0,0
120036,2,-1,1,1
120037,2,-1,1,0
120038,2,0,0,0
120039,2,0,0,0
120040,2,2,0,0
120041,2,2,0,0
120042,3,-1,1,0
120043,2,3,0,0
120044,2,-1,1,0
120045,2,3,0,0
120046,2,0,0,0
120047,2,0,0,0
120048,2,2,0,0
120049,2,0,0,0
120050,2,0,0,0
120051,2,0,0,0
120052,2,0,0,0
120053,2,0,0,0
120054,2,-1,1,0
120055,1,0,0,0
120056,2,0,0,0
120057,2,0,0,0
120058,2,-1,1,0
120059,2,0,0,0
120060,0,1,0,0
120061,2,0,0,0
120062,2,-1,1,0
120063,2,-1,1,0
120064,2,0,0,0
120065,2,0,0,0
120066,2,0,0,0
120067,2,0,0,0
120068,2,0,0,0
120069,2,0,0,0
120070,2,0,0,0
120071,2,3,0,0
120072,2,0,0,0
120073,2,0,0,0
120074,2,0,0,0
120075,2,0,0,0
120076,2,0,0,0
120077,2,3,0,0
120078,2,0,0,0
120079,2,2,0,0
120080,2,0,0,0
120081,2,0,0,0
120082,2,-1,1,0
120083,2,3,0,0
120084,2,0,0,0
120085,2,0,0,0
120086,2,0,0,0
120087,2,-1,1,0
120088,2,0,0,0
120089,2,0,0,0
120090,2,-1,1,0
120091,2,0,0,0
120092,2,0,0,0
120093,2,0,0,0
120094,2,-1,1,0
120095,2,-1,1,0
120096,2,3,0,0
120097,2,0,0,0
120098,2,0,0,0
120099,2,0,0,0
120100,2,0,0,0
120101,2,0,0,0
120102,2,3,0,0
120103,2,-1,1,0
120104,2,0,0,0
120105,2,0,0,0
120106,2,-1,1,0
120107,2,0,0,0
120108,2,0,0,0
120109,2,0,0,0
120110,2,-1,1,0
120111,2,0,0,0
120112,5,0,0,0
120113,2,0,0,0
120114,2,-1,1,0
120115,2,0,0,0
120116,5,0,0,0
120117,2,-1,1,0
120118,1,3,0,0
120119,2,0,0,0
120120,2,0,0,0
120121,1,-1,1,0
120122,0,1,0,0
120123,2,4,0,0
120124,2,0,0,0
120125,2,0,0,0
120126,2,0,0,0
120127,2,2,0,0
120128,2,0,0,0
120129,2,0,0,0
120130,2,4,0,0
120131,2,2,0,0
120132,5,-1,1,0
120133,2,3,0,0
120134,0,1,0,0
120135,2,0,0,0
120136,2,-1,1,0
120137,2,0,0,0
120138,2,0,0,0
120139,2,3,0,0
120140,2,3,0,0
120141,2,0,0,0
120142,2,0,0,0
120143,2,0,0,0
120144,2,0,0,0
120145,2,0,0,0
120146,2,0,0,0
120147,2,-1,1,0
120148,1,2,0,0
120149,2,0,0,0
120150,2,2,0,0
120151,2,0,0,0
120152,2,0,0,0
120153,2,0,0,0
120154,2,0,0,0
120155,2,-1,1,0
120156,2,0,0,0
120157,2,2,0,0
120158,2,0,0,0
120159,2,-1,1,0
120160,2,0,0,0
120161,2,-1,1,0
120162,5,-1,1,0
120163,2,2,0,0
120164,2,2,0,0
120165,2,0,0,0
120166,2,0,0,0
120167,2,-1,1,0
120168,2,0,0,0
120169,2,0,0,0
120170,2,3,0,0
120171,2,-1,1,0
120172,0,1,0,0
120173,2,0,0,0
120174,3,-1,1,0
120175,2,0,0,0
120176,2,0,0,0
120177,2,0,0,0
120178,2,0,0,0
120179,5,0,0,0
120180,2,0,0,0
120181,2,0,0,0
120182,2,4,0,0
120183,2,3,0,0
120184,2,-1,1,0
120185,2,0,0,0
120186,0,1,0,0
120187,2,0,0,0
120188,2,0,0,0
120189,2,3,0,0
120190,2,0,0,0
120191,2,0,0,0
120192,2,0,0,0
120193,2,0,0,0
120194,2,-1,1,0
120195,2,0,0,0
120196,2,3,0,0
120197,2,0,0,0
120198,5,0,0,0
120199,2,-1,1,0
120200,2,-1,1,0
120201,2,0,0,0
120202,2,3,0,0
120203,5,0,0,0
120204,2,-1,1,0
120205,2,0,0,0
120206,2,0,0,0
120207,2,2,0,0
120208,2,-1,1,0
120209,2,0,0,0
120210,2,-1,1,0
120211,0,1,0,0
120212,2,2,0,0
120213,2,3,0,0
120214,2,0,0,0
120215,2,0,0,0
120216,2,0,0,0
120217,2,3,0,0
120218,2,0,0,0
120219,2,4,0,0
120220,2,0,0,0
120221,2,0,0,0
120222,2,4,0,0
120223,0,1,0,0
120224,2,0,0,0
120225,2,0,0,0
120226,0,7,0,0
120227,2,-1,1,0
120228,2,0,0,0
120229,2,0,0,0
120230,2,0,0,0
120231,2,0,0,0
120232,2,-1,1,0
120233,2,0,0,0
120234,2,0,0,0
120235,2,0,0,0
120236,2,4,0,0
120237,2,0,0,0
120238,2,3,0,0
120239,3,-1,1,0
120240,2,2,0,0
120241,0,7,0,0
120242,2,0,0,0
120243,2,2,0,0
120244,2,0,0,0
120245,3,-1,1,0
120246,2,-1,1,0
120247,2,-1,1,0
120248,2,-1,1,0
120249,1,-1,1,0
120250,2,0,0,0
120251,2,0,0,0
120252,2,0,0,0
120253,2,4,0,0
120254,2,0,0,0
120255,2,2,0,0
120256,2,0,0,0
120257,2,0,0,0
120258,2,0,0,0
120259,2,0,0,0
120260,2,3,0,0
120261,2,-1,1,0
120262,2,-1,1,0
120263,2,0,0,0
120264,2,3,0,0
120265,2,-1,1,0
120266,2,0,0,0
120267,2,0,0,0
120268,2,-1,1,0
120269,2,-1,1,0
120270,3,-1,1,0
120271,2,0,0,0
120272,2,0,0,0
120273,2,0,0,0
120274,2,-1,1,0
120275,2,0,0,0
120276,2,0,0,0
120277,2,3,0,0
120278,2,0,0,0
120279,0,1,0,0
120280,2,4,0,0
120281,2,0,0,0
120282,2,0,0,0
120283,2,0,0,0
120284,1,-1,1,0
120285,0,7,0,0
120286,2,0,0,0
120287,2,2,0,0
120288,0,1,0,0
120289,2,-1,1,0
120290,2,0,0,0
120291,2,0,0,0
120292,2,0,0,0
120293,5,2,0,0
120294,2,0,0,0
120295,2,0,0,0
120296,1,-1,1,0
120297,2,0,0,0
120298,2,0,0,0
120299,2,0,0,0
120300,2,0,0,0
120301,2,0,0,0
120302,2,0,0,0
120303,0,1,0,0
120304,0,1,0,0
120305,2,0,0,0
120306,2,4,0,0
120307,2,0,0,0
120308,2,0,0,0
120309,2,0,0,0
120310,2,2,0,0
120311,2,-1,1,0
120312,2,0,0,0
120313,2,4,0,0
120314,2,-1,1,0
120315,2,0,0,0
120316,2,3,0,0
120317,2,2,0,0
120318,0,1,0,0
120319,2,0,0,0
120320,2,2,0,0
120321,3,-1,1,0
120322,5,0,0,0
120323,2,0,0,0
120324,2,0,0,0
120325,2,0,0,0
120326,2,-1,1,0
120327,2,-1,1,0
120328,2,0,0,0
120329,2,0,0,0
120330,2,-1,1,0
120331,2,0,0,0
120332,2,0,0,0
120333,2,-1,1,0
120334,2,2,0,0
120335,2,4,0,0
120336,5,0,0,0
120337,2,0,0,0
120338,2,2,0,0
120339,2,2,0,0
120340,2,4,0,0
120341,2,0,0,0
120342,2,0,0,0
120343,2,-1,1,0
120344,2,0,0,0
120345,2,-1,1,0
120346,2,3,0,0
120347,2,0,0,0
120348,2,0,0,0
120349,2,2,0,0
120350,2,0,0,0
120351,2,0,0,0
120352,2,-1,1,0
120353,2,4,0,0
120354,2,0,0,0
120355,2,4,0,0
120356,2,0,0,0
120357,2,2,0,0
120358,2,-1,1,0
120359,2,4,0,0
120360,2,-1,1,0
120361,2,0,0,0
120362,2,0,0,0
120363,2,0,0,0
120364,2,3,0,0
120365,2,-1,1,0
120366,2,0,0,0
120367,2,0,0,0
120368,2,-1,1,1
120369,2,0,0,0
120370,5,0,0,0
120371,2,3,0,0
120372,0,1,0,0
120373,5,0,0,0
120374,2,3,0,0
120375,2,0,0,0
120376,2,-1,1,0
120377,3,-1,1,0
120378,2,0,0,0
120379,2,0,0,0
120380,2,0,0,0
120381,2,0,0,0
120382,2,-1,1,0
120383,2,4,0,0
120384,2,0,0,0
120385,2,0,0,0
120386,2,0,0,0
120387,2,-1,1,0
120388,2,0,0,0
120389,2,-1,1,0
120390,2,2,0,0
120391,2,4,0,0
120392,2,0,0,0
120393,2,0,0,0
120394,2,4,0,0
120395,2,0,0,0
120396,2,0,0,0
120397,2,-1,1,0
120398,2,4,0,0
120399,2,0,0,0
120400,3,-1,1,0
120401,2,4,0,0
120402,5,-1,1,0
120403,2,0,0,0
120404,2,3,0,0
120405,2,0,0,0
120406,2,0,0,0
120407,2,4,0,0
120408,2,0,0,0
120409,2,0,0,0
120410,2,4,0,0
120411,2,0,0,0
120412,2,0,0,0
120413,1,-1,1,0
120414,2,0,0,0
120415,2,0,0,0
120416,2,0,0,0
120417,2,-1,1,0
120418,2,0,0,0
120419,2,0,0,0
120420,2,0,0,0
120421,2,0,0,0
120422,2,0,0,0
120423,2,0,0,0
120424,2,0,0,0
120425,2,0,0,0
120426,2,0,0,0
120427,2,2,0,0
120428,2,0,0,0
120429,2,0,0,0
120430,0,1,0,0
120431,2,0,0,0
120432,2,0,0,0
120433,0,1,0,0
120434,2,-1,1,0
120435,2,0,0,0
120436,2,0,0,0
120437,2,0,0,0
120438,2,0,0,0
120439,2,2,0,0
120440,2,4,0,0
120441,2,-1,1,0
120442,2,-1,1,0
120443,2,0,0,0
120444,0,-1,1,0
120445,2,-1,1,0
120446,2,2,0,0
120447,2,0,0,0
120448,2,-1,1,0
120449,2,4,0,0
120450,2,0,0,0
120451,1,0,0,0
120452,2,0,0,0
120453,5,0,0,0
120454,2,0,0,0
120455,2,-1,1,0
120456,2,0,0,0
120457,2,0,0,0
120458,2,0,0,0
120459,2,-1,1,0
120460,2,0,0,0
120461,2,-1,1,0
120462,2,0,0,0
120463,2,-1,1,0
120464,2,0,0,0
120465,2,4,0,0
120466,2,-1,1,0
120467,5,-1,1,0
120468,2,0,0,0
120469,2,0,0,0
120470,2,3,0,0
120471,2,0,0,0
120472,2,0,0,0
120473,2,0,0,0
120474,2,4,0,0
120475,3,-1,1,0
120476,2,-1,1,0
120477,2,-1,1,0
120478,2,0,0,0
120479,2,-1,1,0
120480,2,-1,1,0
120481,2,0,0,0
120482,2,-1,1,0
120483,2,0,0,0
120484,2,0,0,0
120485,2,-1,1,0
120486,2,4,0,0
120487,2,0,0,0
120488,5,-1,1,0
120489,2,0,0,0
120490,2,0,0,0
120491,2,0,0,0
120492,5,0,0,0
120493,2,-1,1,0
120494,5,-1,1,0
120495,2,0,0,0
120496,2,0,0,0
120497,2,2,0,0
120498,2,0,0,0
120499,2,0,0,0
120500,2,0,0,0
120501,2,0,0,0
120502,2,0,0,0
120503,2,4,0,0
120504,0,7,0,0
120505,2,0,0,0
120506,2,0,0,0
120507,0,5,0,0
120508,2,-1,1,0
120509,2,3,0,0
120510,2,0,0,0
120511,2,0,0,0
120512,2,0,0,0
120513,2,0,0,0
120514,2,2,0,0
120515,2,0,0,0
120516,1,-1,1,0
120517,2,0,0,0
120518,2,0,0,0
120519,3,-1,1,0
120520,2,-1,1,0
120521,2,-1,1,0
120522,2,0,0,0
120523,5,0,0,0
120524,2,0,0,0
120525,2,0,0,0
120526,0,-1,1,0
120527,5,0,0,0
120528,2,0,0,0
120529,2,-1,1,0
120530,2,-1,1,0
120531,2,-1,1,0
120532,2,-1,1,0
120533,2,0,0,0
120534,2,0,0,0
120535,2,-1,1,0
120536,2,0,0,0
120537,2,0,0,0
120538,2,0,0,0
120539,5,-1,1,0
120540,5,0,0,0
120541,2,0,0,0
120542,2,0,0,0
120543,2,-1,1,0
120544,2,2,0,0
120545,2,-1,1,0
120546,2,0,0,0
120547,2,3,0,0
120548,2,3,0,0
120549,2,0,0,0
120550,2,3,0,0
120551,2,0,0,0
120552,2,0,0,0
120553,2,-1,1,0
120554,2,0,0,0
120555,2,2,0,0
120556,2,0,0,0
120557,2,0,0,0
120558,2,-1,1,0
120559,2,0,0,0
120560,1,-1,1,0
120561,2,0,0,0
120562,2,0,0,0
120563,2,0,0,0
120564,5,0,0,0
120565,2,3,0,0
120566,2,0,0,0
120567,2,0,0,0
120568,2,0,0,0
120569,2,0,0,0
120570,0,1,0,0
120571,2,0,0,0
120572,2,-1,1,0
120573,2,0,0,0
120574,2,-1,1,0
120575,2,0,0,0
120576,2,3,0,0
120577,2,0,0,0
120578,2,0,0,0
120579,2,0,0,0
120580,2,0,0,0
120581,0,-1,1,0
120582,2,3,0,0
120583,2,-1,1,0
120584,3,-1,1,0
120585,2,0,0,0
120586,2,0,0,0
120587,2,0,0,0
120588,2,0,0,0
120589,2,4,0,0
120590,2,0,0,0
120591,2,0,0,0
120592,2,0,0,0
120593,2,-1,1,0
120594,2,0,0,0
120595,2,3,0,0
120596,2,0,0,0
120597,2,0,0,0
120598,2,0,0,0
120599,2,0,0,0
120600,5,0,0,0
120601,2,0,0,0
120602,2,-1,1,0
120603,2,0,0,0
120604,2,0,0,0
120605,2,0,0,0
120606,2,0,0,0
120607,2,0,0,0
120608,2,-1,1,0
120609,2,0,0,0
120610,5,0,0,0
120611,2,0,0,0
120612,2,0,0,0
120613,2,-1,1,0
120614,2,0,0,0
120615,2,0,0,0
120616,2,0,0,0
120617,2,0,0,0
120618,2,0,0,0
120619,2,-1,1,0
120620,2,-1,1,0
120621,2,0,0,0
120622,2,0,0,0
120623,2,0,0,0
120624,2,0,0,0
120625,2,0,0,0
120626,1,-1,1,0
120627,2,3,0,0
120628,2,0,0,0
120629,2,0,0,0
120630,0,7,0,0
120631,2,0,0,0
120632,2,2,0,0
120633,2,-1,1,0
120634,0,1,0,0
120635,2,0,0,0
120636,2,0,0,0
120637,5,0,0,0
120638,2,2,0,0
120639,2,-1,1,0
120640,0,-1,1,0
120641,2,4,0,0
120642,2,0,0,0
120643,2,0,0,0
120644,2,0,0,0
120645,2,0,0,0
120646,2,3,0,0
120647,2,4,0,0
120648,2,-1,1,0
120649,0,1,0,0
120650,1,-1,1,0
120651,2,0,0,0
120652,5,0,0,0
120653,2,2,0,0
120654,2,3,0,0
120655,2,0,0,0
120656,2,-1,1,0
120657,2,-1,1,0
120658,2,2,0,0
120659,2,0,0,0
120660,2,4,0,0
120661,5,-1,1,0
120662,5,-1,1,0
120663,1,-1,1,0
120664,2,4,0,0
120665,2,0,0,0
120666,2,4,0,0
120667,5,0,0,0
120668,0,1,0,0
120669,2,-1,1,0
120670,2,3,0,0
120671,2,0,0,0
120672,2,0,0,0
120673,2,0,0,0
120674,2,2,0,0
120675,2,0,0,0
120676,2,0,0,0
120677,2,0,0,0
120678,2,0,0,0
120679,2,0,0,0
120680,2,0,0,0
120681,2,0,0,0
120682,0,1,0,0
120683,2,0,0,0
120684,5,0,0,0
120685,2,0,0,0
120686,2,0,0,0
120687,2,3,0,0
120688,2,0,0,0
120689,2,0,0,0
120690,2,0,0,0
120691,2,3,0,0
120692,2,0,0,0
120693,2,0,0,0
120694,2,0,0,0
120695,2,4,0,0
120696,2,0,0,0
120697,2,0,0,0
120698,2,0,0,0
120699,2,-1,1,0
120700,2,0,0,0
120701,2,0,0,0
120702,1,0,0,0
120703,2,0,0,0
120704,2,0,0,0
120705,2,0,0,0
120706,3,-1,1,0
120707,3,-1,1,0
120708,2,0,0,0
120709,2,4,0,0
120710,2,0,0,0
120711,2,0,0,0
120712,2,0,0,0
120713,2,0,0,0
120714,2,-1,1,0
120715,2,0,0,0
120716,2,-1,1,0
120717,2,0,0,0
120718,2,0,0,0
120719,2,-1,1,0
120720,2,0,0,0
120721,2,0,0,0
120722,2,0,0,0
120723,2,-1,1,0
120724,2,0,0,0
120725,0,1,0,0
120726,2,0,0,0
120727,2,4,0,0
120728,2,2,0,0
120729,2,0,0,0
120730,2,3,0,0
120731,2,0,0,0
120732,2,4,0,0
120733,2,0,0,0
120734,2,0,0,0
120735,2,0,0,0
120736,2,0,0,0
120737,2,-1,1,0
120738,2,-1,1,0
120739,2,0,0,0
120740,2,-1,1,0
120741,2,0,0,0
120742,2,0,0,0
120743,2,0,0,0
120744,2,3,0,0
120745,2,0,0,0
120746,2,3,0,0
120747,2,0,0,0
120748,2,0,0,0
120749,2,0,0,0
120750,2,-1,1,0
120751,2,0,0,0
120752,2,0,0,0
120753,2,-1,1,0
120754,2,4,0,0
120755,2,0,0,0
120756,2,0,0,0
120757,2,0,0,0
120758,1,-1,1,0
120759,2,0,0,0
120760,2,0,0,0
120761,2,3,0,0
120762,2,0,0,0
120763,2,2,0,0
120764,0,1,0,0
120765,2,0,0,0
120766,2,0,0,0
120767,2,0,0,0
120768,5,0,0,0
120769,2,-1,1,0
120770,2,3,0,0
120771,2,0,0,0
120772,2,-1,1,0
120773,2,0,0,0
120774,2,0,0,0
120775,2,0,0,0
120776,0,1,0,0
120777,2,0,0,0
120778,2,0,0,0
120779,2,0,0,0
120780,2,0,0,0
120781,0,-1,1,0
120782,2,0,0,0
120783,2,0,0,0
120784,2,0,0,0
120785,2,0,0,0
120786,2,0,0,0
120787,2,0,0,0
120788,2,0,0,0
120789,0,1,0,0
120790,2,0,0,0
120791,2,0,0,0
120792,2,3,0,0
120793,5,-1,1,0
120794,0,-1,1,0
120795,2,0,0,0
120796,2,0,0,0
120797,2,0,0,0
120798,2,0,0,0
120799,5,0,0,0
120800,2,0,0,0
120801,2,0,0,0
120802,2,0,0,0
120803,2,2,0,0
120804,0,-1,1,0
120805,2,0,0,0
120806,2,0,0,0
120807,5,0,0,0
120808,2,0,0,0
120809,2,0,0,0
120810,2,-1,1,0
120811,2,0,0,0
120812,0,-1,1,0
120813,2,0,0,0
120814,2,2,0,0
120815,2,2,0,0
120816,2,0,0,0
120817,2,0,0,0
120818,2,0,0,0
120819,5,0,0,0
120820,2,4,0,0
120821,2,0,0,0
120822,2,0,0,0
120823,2,-1,1,0
120824,2,0,0,0
120825,0,5,0,0
120826,2,-1,1,0
120827,2,0,0,0
120828,1,0,0,0
120829,3,-1,1,0
120830,1,0,0,0
120831,2,2,0,0
120832,2,3,0,0
120833,2,0,0,0
120834,2,-1,1,0
120835,2,-1,1,0
120836,2,0,0,0
120837,2,0,0,0
120838,2,0,0,0
120839,2,0,0,0
120840,2,0,0,0
120841,2,0,0,0
120842,2,0,0,0
120843,2,0,0,0
120844,2,0,0,0
120845,2,0,0,0
120846,2,0,0,0
120847,2,0,0,0
120848,2,2,0,0
120849,2,0,0,0
120850,2,0,0,0
120851,0,-1,1,0
120852,1,-1,1,0
120853,2,0,0,0
120854,5,0,0,0
120855,5,0,0,0
120856,2,-1,1,0
120857,2,0,0,0
120858,2,0,0,0
120859,2,0,0,0
120860,2,0,0,0
120861,2,0,0,0
120862,2,0,0,0
120863,0,-1,1,0
120864,2,0,0,0
120865,2,0,0,0
120866,5,0,0,0
120867,2,-1,1,0
120868,2,0,0,0
120869,2,2,0,0
120870,2,0,0,0
120871,2,2,0,0
120872,2,0,0,0
120873,2,3,0,0
120874,2,0,0,0
120875,2,0,0,0
120876,2,0,0,0
120877,2,3,0,0
120878,2,2,0,0
120879,2,0,0,0
120880,2,-1,1,0
120881,2,0,0,0
